"Timestamp","TZ","SOLAR (W/m2)","RAINFALL (mm)","WIND SPEED (m/s)","WIND DIRN (DEG)","AIR TEMP (DEG)","VAPOUR PRESS (kPa)","ATM PRESS (kPa)","REL HUMID (%)","TB COUNT","TB rainfall mm (mm)"
2019/11/26 06:00:00.011,n,86,0,-1.8,2.7,21.8,2.18,100.4,0.85,0,0
2019/11/26 06:15:00.003,n,122,0,-2,2.6,22.7,2.22,100.4,0.841,0,0
2019/11/26 06:30:00.004,n,139,0,-1.8,2.5,23.2,2.22,100.44,0.822,0,0
2019/11/26 06:45:00.005,n,236,0,-2.3,2.4,24.6,2.23,100.44,0.794,0,0
2019/11/26 07:00:00.007,n,217,0,-1.9,2.4,25.1,2.22,100.47,0.766,0,0
2019/11/26 07:15:00.000,n,230,0,-2.3,2.5,25.5,2.18,100.49,0.741,0,0
2019/11/26 07:30:00.001,n,337,0,-1.9,2.8,26.6,2.17,100.45,0.714,0,0
2019/11/26 07:45:00.003,n,482,0,-1.5,3.3,28.7,2.19,100.44,0.679,0,0
2019/11/26 08:00:00.004,n,517,0,-3.3,3,29.5,2.18,100.44,0.657,0,0
2019/11/26 08:15:00.006,n,554,0,-2.1,3,29.9,2.17,100.42,0.637,0,0
2019/11/26 08:30:00.000,n,484,0,-2.3,2.5,29.8,2.13,100.42,0.618,0,0
2019/11/26 08:45:00.000,n,486,0,-1.9,2.2,29.6,2.08,100.43,0.602,0,0
2019/11/26 09:00:00.011,n,537,0,-1.7,3,29.6,1.97,100.43,0.568,0,0
2019/11/26 09:15:00.000,n,907,0,-1.9,2.2,31.1,1.98,100.41,0.53,0,0
2019/11/26 09:30:00.000,n,515,0,-1.8,2.9,30.5,2.04,100.42,0.568,0,0
2019/11/26 09:45:00.010,n,926,0,-2.1,3,31.6,1.99,100.38,0.517,0,0
2019/11/26 10:00:00.002,n,744,0,-2.1,2.3,31.6,2.06,100.39,0.538,0,0
2019/11/26 10:15:00.000,n,886,0,-2.1,2.2,31.5,2.09,100.36,0.547,0,0
2019/11/26 10:30:00.009,n,1088,0,-1.7,2.7,31.7,2.12,100.34,0.542,0,0
2019/11/26 10:45:00.010,n,1070,0,-2,1.9,31.8,2.13,100.32,0.534,0,0
2019/11/26 11:00:00.000,n,845,0,-1.5,1.4,31.8,2.17,100.32,0.548,0,0
2019/11/26 11:15:00.009,n,1004,0,-1.5,2.5,31.8,2.17,100.3,0.546,0,0
2019/11/26 11:30:00.000,n,1022,0,-1.8,1.7,31.7,2.2,100.28,0.545,0,0
2019/11/26 11:45:00.001,n,1049,0,-2.1,1.3,31.7,2.2,100.25,0.542,0,0
2019/11/26 12:00:00.002,n,1050,0,-1.4,3.2,31.6,2.25,100.21,0.555,0,0
2019/11/26 12:15:00.003,n,1031,0,-4.7,2.7,31,2.25,100.2,0.579,0,0
2019/11/26 12:30:00.005,n,1018,0,-2,1.2,30.4,2.24,100.17,0.587,0,0
2019/11/26 12:45:00.006,n,994,0,-2,1.8,30.6,2.23,100.14,0.577,0,0
2019/11/26 13:00:00.000,n,986,0,-2.9,1,30.8,2.25,100.11,0.584,0,0
2019/11/26 13:15:00.000,n,962,0,-1.7,1.2,30.6,2.27,100.08,0.589,0,0
2019/11/26 13:30:00.010,n,934,0,-2.8,0.8,31,2.28,100.07,0.578,0,0
2019/11/26 13:45:00.002,n,903,0,1.2,2.5,31.2,2.26,100.05,0.568,0,0
2019/11/26 14:00:00.000,n,867,0,-1.4,3.7,31.4,2.27,100.02,0.573,0,0
2019/11/26 14:15:00.009,n,829,0,-2.1,2.6,31.9,2.29,100.01,0.562,0,0
2019/11/26 14:30:00.003,n,788,0,-1,-0.3,31.6,2.26,100,0.573,0,0
2019/11/26 14:45:00.000,n,745,0,-1.8,1.2,31,2.22,99.97,0.573,0,0
2019/11/26 15:00:00.001,n,698,0,-2.6,2.2,31.2,2.19,99.95,0.555,0,0
2019/11/26 15:15:00.002,n,649,0,-3.5,3.3,31.3,2.22,99.93,0.569,0,0
2019/11/26 15:30:00.003,n,596,0,-2.4,1.3,31.2,2.28,99.92,0.58,0,0
2019/11/26 15:45:00.005,n,540,0,-2.2,1,30.9,2.32,99.91,0.609,0,0
2019/11/26 16:00:00.006,n,485,0,-1.3,1,30.3,2.29,99.9,0.629,0,0
2019/11/26 16:15:00.000,n,426,0,1.8,-0.1,29.4,2.24,99.87,0.642,0,0
2019/11/26 16:30:00.003,n,372,0,-2.8,1.6,28.9,2.23,99.84,0.638,0,0
2019/11/26 16:45:00.003,n,311,0,-2.7,1.5,28.4,2.25,99.86,0.658,0,0
2019/11/26 17:00:00.004,n,258,0,-3.4,1.6,28,2.24,99.87,0.662,0,0
2019/11/26 17:15:00.013,n,200,0,-3.3,2.1,27.6,2.23,99.89,0.663,0,0
2019/11/26 17:30:00.001,n,106,0,-1.2,0.7,26.8,2.22,99.9,0.673,0,0
2019/11/26 17:45:00.005,n,61,0,-4,2.5,26.2,2.25,99.92,0.688,0,0
2019/11/26 18:00:00.013,n,18,0,-2.5,2.3,25.5,2.26,99.93,0.71,0,0
2019/11/26 18:15:00.006,n,7,0,-2.3,3.1,25.1,2.24,99.96,0.713,0,0
2019/11/26 18:30:00.000,n,2,0,-3.8,3.5,24.8,2.24,99.98,0.721,0,0
2019/11/26 18:45:00.000,n,0,0,-3.6,3.3,24.5,2.26,99.98,0.733,0,0
2019/11/26 19:00:00.002,n,0,0,-2,1.9,24.4,2.28,100.01,0.745,0,0
2019/11/26 19:15:00.000,n,0,0,-1,2.6,24.3,2.29,100.02,0.749,0,0
2019/11/26 19:30:00.010,n,0,0,-3.6,2,24.2,2.3,100.03,0.756,0,0
2019/11/26 19:45:00.002,n,0,0,-2,2.2,24.2,2.28,100.02,0.751,0,0
2019/11/26 20:00:00.000,n,0,0,-2.5,5,24.1,2.29,100.02,0.757,0,0
2019/11/26 20:15:00.009,n,0,0,-1.5,2,24,2.32,100.04,0.771,0,0
2019/11/26 20:30:00.001,n,0,0,-2.7,2.2,23.9,2.34,100.04,0.783,0,0
2019/11/26 20:45:00.000,n,0,0,-2.1,2.4,23.8,2.35,100.07,0.791,0,0
2019/11/26 21:00:00.011,n,0,0,-2,2.3,23.8,2.37,100.09,0.798,0,0
2019/11/26 21:15:00.002,n,0,0,-2.1,3,23.7,2.38,100.1,0.802,0,0
2019/11/26 21:30:00.000,n,0,0,-2,2.2,23.7,2.39,100.14,0.805,0,0
2019/11/26 21:45:00.008,n,0,0,-2.2,2.5,23.8,2.38,100.29,0.796,0,0
2019/11/26 22:00:00.010,n,0,0,-2,2.4,23.8,2.34,100.26,0.784,0,0
2019/11/26 22:15:00.000,n,0,0,-1.8,2.3,23.7,2.3,100.21,0.779,0,0
2019/11/26 22:30:00.010,n,0,0,-2.1,2.5,23.5,2.29,100.21,0.78,0,0
2019/11/26 22:45:00.002,n,0,0,-2,2.2,23.4,2.29,100.22,0.787,0,0
2019/11/26 23:00:00.000,n,0,0,-2.2,2.5,23.2,2.28,100.21,0.789,0,0
2019/11/26 23:15:00.010,n,0,0,-2,2.3,23.2,2.28,100.16,0.794,0,0
2019/11/26 23:30:00.003,n,0,0,-2,2.3,23.1,2.27,100.12,0.797,0,0
2019/11/26 23:45:00.000,n,0,0,-1.8,2.5,23,2.27,100.08,0.798,0,0
2019/11/27 00:00:00.010,n,0,0,-2,2.5,22.9,2.27,100.05,0.805,0,0
2019/11/27 00:15:00.003,n,0,0,-2.2,2.3,22.9,2.27,100.03,0.804,0,0
2019/11/27 00:30:00.000,n,0,0,-2.2,2.2,22.9,2.28,100.03,0.804,0,0
2019/11/27 00:45:00.009,n,0,0,-1.5,2.8,23,2.28,99.98,0.805,0,0
2019/11/27 01:00:00.009,n,0,0,-1.6,2.4,23,2.27,99.98,0.803,0,0
2019/11/27 01:15:00.000,n,0,0,-2.1,2.4,23,2.27,99.98,0.802,0,0
2019/11/27 01:30:00.001,n,0,0,-2.1,2.7,22.9,2.25,99.99,0.798,0,0
2019/11/27 01:45:00.002,n,0,0,-1.9,2.3,22.9,2.24,99.97,0.795,0,0
2019/11/27 02:00:00.003,n,0,0,-1.7,2.5,22.8,2.21,99.96,0.79,0,0
2019/11/27 02:15:00.011,n,0,0,-1.9,2.6,22.7,2.21,99.97,0.792,0,0
2019/11/27 02:30:00.006,n,0,0,-2,2.4,22.6,2.2,100,0.793,0,0
2019/11/27 02:45:00.000,n,0,0,-2.1,2.4,22.4,2.19,99.99,0.799,0,0
2019/11/27 03:00:00.000,n,0,0,-1.1,2.4,22.3,2.18,99.99,0.801,0,0
2019/11/27 03:15:00.001,n,0,0,-2.2,2.4,22.2,2.17,99.99,0.8,0,0
2019/11/27 03:30:00.003,n,0,0,-1.8,2.4,22.1,2.16,100.04,0.797,0,0
2019/11/27 03:45:00.012,n,0,0,-2,2.4,22,2.15,100.04,0.801,0,0
2019/11/27 04:00:00.004,n,0,0,-2,2.2,21.9,2.15,100.05,0.805,0,0
2019/11/27 04:15:00.000,n,0,0,-1.9,2.4,21.8,2.14,100.07,0.805,0,0
2019/11/27 04:30:00.010,n,0,0,-1.9,2.5,21.7,2.14,100.09,0.808,0,0
2019/11/27 04:45:00.001,n,1,0,-2.1,2.3,21.6,2.13,100.1,0.813,0,0
2019/11/27 05:00:00.000,n,5,0,-1.9,2.2,21.4,2.13,100.11,0.82,0,0
2019/11/27 05:15:00.007,n,19,0,-2.2,2.3,21.4,2.12,100.12,0.824,0,0
2019/11/27 05:30:00.001,n,48,0,-1.8,2.3,21.7,2.14,100.14,0.829,0,0
2019/11/27 05:45:00.000,n,101,0,-1.7,2.7,22.9,2.21,100.16,0.831,0,0
2019/11/27 06:00:00.009,n,140,0,-1.6,3,24.4,2.27,100.17,0.821,0,0
2019/11/27 06:15:00.010,n,166,0,-1.7,2.8,25.6,2.31,100.17,0.798,0,0
2019/11/27 06:30:00.004,n,194,0,-1.7,2.9,26.7,2.34,100.2,0.776,0,0
2019/11/27 06:45:00.014,n,262,0,-1.5,3.3,28.1,2.38,100.23,0.761,0,0
2019/11/27 07:00:00.008,n,323,0,-1.4,3.7,29.3,2.38,100.22,0.737,0,0
2019/11/27 07:15:00.000,n,385,0,-1.6,2.8,30.1,2.37,100.24,0.713,0,0
2019/11/27 07:30:00.002,n,440,0,-1.8,3.1,30.8,2.38,100.24,0.68,0,0
2019/11/27 07:45:00.000,n,485,0,-1.6,2.9,32.099998,2.38,100.27,0.653,0,0
2019/11/27 08:00:00.002,n,545,0,-1.5,2.9,32.5,2.35,100.3,0.634,0,0
2019/11/27 08:15:00.003,n,598,0,-1.7,2.6,32.7,2.34,100.29,0.631,0,0
2019/11/27 08:30:00.004,n,645,0,-1.8,3.3,33.099998,2.34,100.3,0.596,0,0
2019/11/27 08:45:00.005,n,692,0,-1.6,2.8,33,2.33,100.3,0.602,0,0
2019/11/27 09:00:00.014,n,735,0,-1.9,3.2,33.3,2.3,100.3,0.579,0,0
2019/11/27 09:15:00.000,n,780,0,-1.6,3,33.5,2.29,100.3,0.564,0,0
2019/11/27 09:30:00.000,n,653,0,-2,3,33.8,2.3,100.29,0.547,0,0
2019/11/27 09:45:00.000,n,869,0,-2.2,2.6,34,2.36,100.28,0.553,0,0
2019/11/27 10:00:00.000,n,903,0,-1.9,2.7,34.2,2.39,100.28,0.558,0,0
2019/11/27 10:15:00.001,n,953,0,-2.6,2.9,34.6,2.41,100.28,0.54,0,0
2019/11/27 10:30:00.011,n,795,0,-2.1,2.2,34.4,2.42,100.26,0.542,0,0
2019/11/27 10:45:00.004,n,869,0,-2.1,2.2,33.7,2.44,100.25,0.566,0,0
2019/11/27 11:00:00.000,n,714,0,-1.2,2.2,32.599998,2.42,100.24,0.592,0,0
2019/11/27 11:15:00.002,n,955,0,-1.7,2.4,31.6,2.42,100.23,0.611,0,0
2019/11/27 11:30:00.000,n,1019,0,-1.9,3.2,31.4,2.41,100.23,0.599,0,0
2019/11/27 11:45:00.000,n,1019,0,-1.9,2.5,31.4,2.38,100.22,0.586,0,0
2019/11/27 12:00:00.002,n,1008,0,-2.3,2.1,31.4,2.36,100.22,0.586,0,0
2019/11/27 12:15:00.003,n,994,0,-0.1,1.7,31.1,2.33,100.22,0.595,0,0
2019/11/27 12:30:00.000,n,994,0,-1.7,3.3,30.9,2.28,100.21,0.591,0,0
2019/11/27 12:45:00.009,n,982,0,-1.7,1.9,30.7,2.27,100.2,0.591,0,0
2019/11/27 13:00:00.010,n,967,0,-4.4,4.1,30.6,2.27,100.18,0.596,0,0
2019/11/27 13:15:00.005,n,938,0,-2.5,1.2,30.4,2.27,100.18,0.608,0,0
2019/11/27 13:30:00.014,n,908,0,-2.1,2.2,30.5,2.25,100.18,0.598,0,0
2019/11/27 13:45:00.000,n,860,0,-2.5,1.9,30.4,2.23,100.18,0.603,0,0
2019/11/27 14:00:00.002,n,840,0,-2.9,1.3,30.1,2.19,100.18,0.595,0,0
2019/11/27 14:15:00.012,n,809,0,-2.1,1.5,30.2,2.18,100.18,0.588,0,0
2019/11/27 14:30:00.005,n,766,0,-2.7,0.4,30,2.19,100.19,0.608,0,0
2019/11/27 14:45:00.005,n,710,0,-2.9,-2.4,29.7,2.18,100.19,0.611,0,0
2019/11/27 15:00:00.015,n,680,0,-2,3,29.1,2.15,100.19,0.629,0,0
2019/11/27 15:15:00.007,n,575,0,-3.9,1.7,28.7,2.12,100.2,0.626,0,0
2019/11/27 15:30:00.002,n,337,0,-2.2,2.2,27.7,2.09,100.22,0.651,0,0
2019/11/27 15:45:00.011,n,293,0,-2.8,2.2,26.9,2.06,100.22,0.645,0,0
2019/11/27 16:00:00.003,n,244,0,-2,2.3,26.3,2.06,100.21,0.664,0,0
2019/11/27 16:15:00.000,n,116,0,-3.4,-0.4,25.5,2.07,100.23,0.683,0,0
2019/11/27 16:30:00.002,n,129,0,0.2,2.1,25.3,2.06,100.24,0.683,0,0
2019/11/27 16:45:00.000,n,146,0,-1.7,2.5,24.9,2.05,100.25,0.694,0,0
2019/11/27 17:00:00.000,n,101,0,-1.6,2.5,24.5,2.05,100.28,0.705,0,0
2019/11/27 17:15:00.010,n,100,0,-2.3,2,24.2,2.04,100.29,0.707,0,0
2019/11/27 17:30:00.010,n,80,0,-2,1.4,23.8,2.02,100.31,0.713,0,0
2019/11/27 17:45:00.005,n,36,0,-1.4,2.1,23.6,2,100.34,0.71,0,0
2019/11/27 18:00:00.008,n,18,0,-2.2,4.8,23.3,1.98,100.36,0.709,0,0
2019/11/27 18:15:00.009,n,7,0,-2.5,3.2,23,1.97,100.39,0.71,0,0
2019/11/27 18:30:00.001,n,1,0,-2,2.5,22.9,1.96,100.41,0.711,0,0
2019/11/27 18:45:00.011,n,0,0,0.3,1.4,22.7,1.96,100.42,0.718,0,0
2019/11/27 19:00:00.004,n,0,0,-1.8,2.1,22.6,1.96,100.43,0.722,0,0
2019/11/27 19:15:00.000,n,0,0,-2.1,2.1,22.6,1.98,100.44,0.726,0,0
2019/11/27 19:30:00.002,n,0,0,-1.9,2,22.6,2,100.46,0.736,0,0
2019/11/27 19:45:00.000,n,0,0,-2,3.6,22.5,2,100.48,0.741,0,0
2019/11/27 20:00:00.000,n,0,0,-1.8,2.7,22.4,1.98,100.49,0.736,0,0
2019/11/27 20:15:00.008,n,0,0,-2.6,2.6,22.3,1.95,100.52,0.731,0,0
2019/11/27 20:30:00.002,n,0,0,-2,2.4,22.2,1.94,100.55,0.728,0,0
2019/11/27 20:45:00.000,n,0,0,-2.6,2,22.2,1.94,100.57,0.727,0,0
2019/11/27 21:00:00.009,n,0,0,-2.3,2.3,22.2,1.94,100.57,0.728,0,0
2019/11/27 21:15:00.001,n,0,0,-1.7,1.6,22.2,1.94,100.59,0.73,0,0
2019/11/27 21:30:00.000,n,0,0,-2.1,2.3,22.2,1.94,100.6,0.729,0,0
2019/11/27 21:45:00.008,n,0,0,-1.8,1.4,22.1,1.94,100.62,0.733,0,0
2019/11/27 22:00:00.002,n,0,0,-2.1,2.4,22.1,1.94,100.62,0.734,0,0
2019/11/27 22:15:00.000,n,0,0,-2,2.4,22.1,1.93,100.63,0.731,0,0
2019/11/27 22:30:00.010,n,0,0,-2.6,1.8,22,1.93,100.63,0.73,0,0
2019/11/27 22:45:00.001,n,0,0,-3.7,0.7,22,1.93,100.63,0.733,0,0
2019/11/27 23:00:00.000,n,0,0,-3.5,1.8,21.8,1.93,100.62,0.74,0,0
2019/11/27 23:15:00.009,n,0,0,-2.2,2,21.8,1.93,100.62,0.739,0,0
2019/11/27 23:30:00.001,n,0,0,-2.4,3.6,21.8,1.92,100.62,0.738,0,0
2019/11/27 23:45:00.000,n,0,0,-2.6,2.5,21.7,1.92,100.61,0.743,0,0
2019/11/28 00:00:00.011,n,0,0,-2.1,2.4,21.7,1.92,100.6,0.742,0,0
2019/11/28 00:15:00.003,n,0,0,-1.6,2.2,21.7,1.93,100.58,0.745,0,0
2019/11/28 00:30:00.000,n,0,0,-1.7,2.6,21.6,1.93,100.56,0.749,0,0
2019/11/28 00:45:00.010,n,0,0,-2.3,2.3,21.6,1.93,100.55,0.748,0,0
2019/11/28 01:00:00.003,n,0,0,-1.6,3.2,21.6,1.92,100.55,0.748,0,0
2019/11/28 01:15:00.000,n,0,0,-1.1,2,21.6,1.92,100.55,0.746,0,0
2019/11/28 01:30:00.009,n,0,0,-0.7,3.3,21.5,1.92,100.54,0.749,0,0
2019/11/28 01:45:00.002,n,0,0,-1.9,2.5,21.5,1.92,100.53,0.747,0,0
2019/11/28 02:00:00.000,n,0,0,-2.1,2.4,21.5,1.92,100.53,0.748,0,0
2019/11/28 02:15:00.009,n,0,0,-2.3,1.6,21.5,1.91,100.54,0.745,0,0
2019/11/28 02:30:00.001,n,0,0,-2.2,2.2,21.5,1.91,100.55,0.743,0,0
2019/11/28 02:45:00.000,n,0,0,-2,2.4,21.5,1.91,100.55,0.743,0,0
2019/11/28 03:00:00.010,n,0,0,-2,2.2,21.5,1.91,100.55,0.746,0,0
2019/11/28 03:15:00.003,n,0,0,-2.6,2.3,21.5,1.92,100.56,0.745,0,0
2019/11/28 03:30:00.000,n,0,0,-1.8,2.3,21.5,1.92,100.55,0.747,0,0
2019/11/28 03:45:00.008,n,0,0,-2,2.8,21.5,1.92,100.56,0.752,0,0
2019/11/28 04:00:00.002,n,0,0,-1.9,2,21.5,1.93,100.57,0.753,0,0
2019/11/28 04:15:00.000,n,0,0,-1.9,2.4,21.4,1.93,100.57,0.756,0,0
2019/11/28 04:30:00.010,n,0,0,-2,2.4,21.4,1.93,100.57,0.757,0,0
2019/11/28 04:45:00.002,n,0,0,-2.2,2.4,21.3,1.93,100.59,0.761,0,0
2019/11/28 05:00:00.000,n,3,0,-2.3,2.4,21.3,1.94,100.61,0.764,0,0
2019/11/28 05:15:00.009,n,9,0,-1.9,2.5,21.4,1.95,100.63,0.769,0,0
2019/11/28 05:30:00.009,n,16,0,-2,2.1,21.4,1.96,100.65,0.774,0,0
2019/11/28 05:45:00.000,n,25,0,-2,2.3,21.4,1.97,100.66,0.778,0,0
2019/11/28 06:00:00.002,n,41,0,-1.9,2.4,21.5,1.98,100.67,0.781,0,0
2019/11/28 06:15:00.002,n,58,0,-2,2.3,21.7,1.99,100.69,0.779,0,0
2019/11/28 06:30:00.005,n,80,0,-2.1,2.1,22,2.01,100.71,0.782,0,0
2019/11/28 06:45:00.006,n,102,0,-2.1,2.1,22.2,2.02,100.72,0.785,0,0
2019/11/28 07:00:00.000,n,161,0,-2,2.3,22.6,2.04,100.73,0.786,0,0
2019/11/28 07:15:00.000,n,118,0,-2.1,2.2,22.8,2.05,100.74,0.779,0,0
2019/11/28 07:30:00.010,n,84,0,-2,2.4,22.8,2.06,100.77,0.772,0,0
2019/11/28 07:45:00.000,n,123,0,-1.9,2.3,23,2.07,100.77,0.773,0,0
2019/11/28 08:00:00.000,n,116,0,-2.1,2.2,23.3,2.08,100.78,0.766,0,0
2019/11/28 08:15:00.000,n,111,0,-1.8,2.4,23.5,2.09,100.79,0.763,0,0
2019/11/28 08:30:00.003,n,179,0,-2,2.4,23.9,2.11,100.77,0.762,0,0
2019/11/28 08:45:00.003,n,287,0,-2,2.1,24.4,2.14,100.76,0.773,0,0
2019/11/28 09:00:00.013,n,365,0,-2.1,2.5,25.2,2.18,100.76,0.768,0,0
2019/11/28 09:15:00.006,n,237,0,-2,2.2,25.2,2.19,100.76,0.761,0,0
2019/11/28 09:30:00.000,n,174,0,-1.9,2.3,25.1,2.18,100.75,0.749,0,0
2019/11/28 09:45:00.010,n,174,0,-1.9,2.4,25.1,2.18,100.75,0.746,0,0
2019/11/28 10:00:00.000,n,159,0,-1.7,2.2,25.1,2.18,100.75,0.737,0,0
2019/11/28 10:15:00.002,n,185,0,-2.3,2.2,25.3,2.2,100.75,0.741,0,0
2019/11/28 10:30:00.012,n,200,0,-1.7,2.3,25.5,2.2,100.75,0.737,0,0
2019/11/28 10:45:00.005,n,233,0,-1.8,2.2,25.7,2.21,100.73,0.729,0,0
2019/11/28 11:00:00.000,n,299,0,-2.1,2.1,26.1,2.23,100.72,0.734,0,0
2019/11/28 11:15:00.008,n,342,0,-2.3,2.2,26.6,2.26,100.71,0.74,0,0
2019/11/28 11:30:00.002,n,297,0,-1.1,0.9,26.9,2.27,100.7,0.728,0,0
2019/11/28 11:45:00.000,n,347,0,-1.2,1.2,26.9,2.26,100.68,0.734,0,0
2019/11/28 12:00:00.009,n,248,0,-1.9,2,26.6,2.26,100.66,0.73,0,0
2019/11/28 12:15:00.002,n,204,0,-2.1,2,26.5,2.27,100.65,0.726,0,0
2019/11/28 12:30:00.000,n,278,0,-2.1,2.2,26.5,2.28,100.64,0.73,0,0
2019/11/28 12:45:00.009,n,298,0,-2.1,2.2,26.9,2.3,100.62,0.728,0,0
2019/11/28 13:00:00.004,n,363,0,-1.9,2.2,27.2,2.32,100.6,0.732,0,0
2019/11/28 13:15:00.000,n,377,0,-2.5,2.2,27.4,2.35,100.59,0.735,0,0
2019/11/28 13:30:00.010,n,537,0,-1.9,1.9,28,2.36,100.56,0.725,0,0
2019/11/28 13:45:00.002,n,275,0,-1.9,2.1,27.9,2.37,100.55,0.729,0,0
2019/11/28 14:00:00.005,n,235,0,-2.2,2.2,27.6,2.36,100.54,0.715,0,0
2019/11/28 14:15:00.015,n,673,0,-2.9,1.4,28.5,2.4,100.52,0.712,0,0
2019/11/28 14:30:00.007,n,635,0,-2.3,1.3,29,2.45,100.5,0.709,0,0
2019/11/28 14:45:00.000,n,687,0,-1.5,1,29.6,2.47,100.48,0.69,0,0
2019/11/28 15:00:00.009,n,583,0,-2.1,1.2,29.9,2.45,100.47,0.676,0,0
2019/11/28 15:15:00.002,n,309,0,-2.5,1.6,29.8,2.44,100.48,0.674,0,0
2019/11/28 15:30:00.000,n,381,0,-2.2,1.5,29.6,2.4,100.46,0.669,0,0
2019/11/28 15:45:00.008,n,212,0,-2.1,2,28.9,2.36,100.45,0.673,0,0
2019/11/28 16:00:00.002,n,434,0,-2.8,0.8,29.3,2.36,100.43,0.662,0,0
2019/11/28 16:15:00.000,n,344,0,-1.7,1.5,29.3,2.37,100.44,0.669,0,0
2019/11/28 16:30:00.010,n,267,0,-1.6,1,28.9,2.35,100.44,0.673,0,0
2019/11/28 16:45:00.002,n,298,0,-3.1,1.2,28.8,2.34,100.43,0.673,0,0
2019/11/28 17:00:00.004,n,242,0,-3,1.6,28.6,2.33,100.43,0.671,0,0
2019/11/28 17:15:00.000,n,185,0,-2.4,1.4,28,2.31,100.45,0.679,0,0
2019/11/28 17:30:00.000,n,89,0,-0.6,1.3,27.2,2.28,100.46,0.678,0,0
2019/11/28 17:45:00.000,n,63,0,-2.5,1.8,26.4,2.25,100.47,0.69,0,0
2019/11/28 18:00:00.004,n,33,0,-1.9,2.5,25.7,2.28,100.49,0.709,0,0
2019/11/28 18:15:00.004,n,18,0,-2.3,2.4,25.2,2.34,100.52,0.744,0,0
2019/11/28 18:30:00.000,n,4,0,-1.5,2.9,24.7,2.37,100.53,0.767,0,0
2019/11/28 18:45:00.008,n,0,0,-2,2.7,24.3,2.39,100.54,0.792,0,0
2019/11/28 19:00:00.001,n,0,0,-2.1,2.1,23.9,2.42,100.55,0.812,0,0
2019/11/28 19:15:00.000,n,0,0,-1.9,2.5,23.7,2.43,100.57,0.825,0,0
2019/11/28 19:30:00.010,n,0,0,-1.9,2.4,23.6,2.41,100.59,0.821,0,0
2019/11/28 19:45:00.003,n,0,0,-2.1,2.5,23.5,2.4,100.59,0.818,0,0
2019/11/28 20:00:00.000,n,0,0,-2.1,2.2,23.4,2.42,100.59,0.831,0,0
2019/11/28 20:15:00.008,n,0,0,-1.9,2.4,23.4,2.44,100.61,0.841,0,0
2019/11/28 20:30:00.002,n,0,0,-1.8,2.2,23.3,2.45,100.62,0.844,0,0
2019/11/28 20:45:00.000,n,0,0,-2,2.3,23.2,2.44,100.63,0.844,0,0
2019/11/28 21:00:00.010,n,0,0,-2,2.3,23.1,2.43,100.64,0.846,0,0
2019/11/28 21:15:00.002,n,0,0,-1.8,2.1,23.1,2.42,100.65,0.846,0,0
2019/11/28 21:30:00.000,n,0,0,-2,2.2,23,2.41,100.67,0.847,0,0
2019/11/28 21:45:00.009,n,0,0,-1.8,2.2,22.9,2.41,100.69,0.849,0,0
2019/11/28 22:00:00.001,n,0,0,-2,2.4,22.8,2.4,100.69,0.852,0,0
2019/11/28 22:15:00.000,n,0,0,-2.3,2.4,22.7,2.39,100.7,0.853,0,0
2019/11/28 22:30:00.009,n,0,0,-2,2.3,22.6,2.39,100.71,0.858,0,0
2019/11/28 22:45:00.003,n,0,0,-2.1,2.3,22.5,2.39,100.71,0.865,0,0
2019/11/28 23:00:00.000,n,0,0,-2.1,2.2,22.5,2.4,100.71,0.867,0,0
2019/11/28 23:15:00.008,n,0,0,-2,2.5,22.5,2.41,100.71,0.87,0,0
2019/11/28 23:30:00.001,n,0,0,-2.1,2.6,22.5,2.41,100.71,0.873,0,0
2019/11/28 23:45:00.000,n,0,0,-2.2,2.4,22.3,2.41,100.7,0.878,0,0
2019/11/29 00:00:00.009,n,0,0,-2,2.3,22.2,2.4,100.71,0.882,0,0
2019/11/29 00:15:00.001,n,0,0,-1.9,2.4,22.1,2.4,100.69,0.89,0,0
2019/11/29 00:30:00.000,n,0,0,-2.2,2.3,21.9,2.39,100.67,0.896,0,0
2019/11/29 00:45:00.009,n,0,0,-2.1,2.3,21.8,2.38,100.66,0.896,0,0
2019/11/29 01:00:00.002,n,0,0,-2.1,2.2,21.8,2.38,100.64,0.898,0,0
2019/11/29 01:15:00.000,n,0,0,-2,2.3,21.7,2.38,100.63,0.901,0,0
2019/11/29 01:30:00.010,n,0,0,-2,2.2,21.6,2.37,100.62,0.905,0,0
2019/11/29 01:45:00.001,n,0,0,-2.2,2.3,21.4,2.36,100.62,0.908,0,0
2019/11/29 02:00:00.000,n,0,0,-2.1,2.4,21.4,2.36,100.62,0.909,0,0
2019/11/29 02:15:00.009,n,0,0,-2,2.5,21.4,2.36,100.63,0.911,0,0
2019/11/29 02:30:00.002,n,0,0,-2,2.4,21.5,2.36,100.62,0.906,0,0
2019/11/29 02:45:00.000,n,0,0,-2.2,2.2,21.7,2.37,100.62,0.899,0,0
2019/11/29 03:00:00.002,n,0,0,-2,2.3,21.9,2.38,100.63,0.89,0,0
2019/11/29 03:15:00.010,n,0,0,-2,2.4,22.1,2.38,100.64,0.885,0,0
2019/11/29 03:30:00.003,n,0,0,-2.2,2.2,22.2,2.38,100.66,0.88,0,0
2019/11/29 03:45:00.013,n,0,0,-2.1,2.2,22.2,2.38,100.66,0.88,0,0
2019/11/29 04:00:00.006,n,0,0,-1.9,2.3,22.2,2.37,100.68,0.877,0,0
